no,word
763,abaikan
764,abaikan
765,abaikan
766,abaikan
767,abaikan
768,baca
769,abaikan
770,abaikan
771,baca
772,abaikan
773,baca
774,abaikan
775,baca
776,baca
777,baca
778,baca
779,baca
780,baca
781,baca
782,abaikan
783,abaikan
784,abaikan
785,baca
786,jawab
787,abaikan
788,baca
789,jawab
790,abaikan
791,baca
792,jawab
793,abaikan
794,baca
795,abaikan
796,abaikan
797,abaikan
798,abaikan
799,abaikan
800,baca
801,abaikan
802,baca
803,abaikan
804,jawab
805,jawab
806,abaikan
807,baca
808,baca
809,abaikan
810,jawab
811,baca
812,baca
813,baca
814,baca
815,abaikan
816,baca
817,abaikan
818,baca
819,jawab
820,baca
821,baca
822,baca
823,abaikan
824,baca
825,abaikan
826,abaikan
827,abaikan
828,baca
829,abaikan
830,abaikan
831,abaikan
832,abaikan
833,abaikan
834,baca
835,baca
836,abaikan
837,baca
838,abaikan
839,baca
840,abaikan
841,jawab
842,baca
843,abaikan
844,abaikan
845,abaikan
846,abaikan
847,abaikan
848,baca
849,baca
850,jawab
851,baca
852,baca
853,abaikan
854,baca
855,baca
856,abaikan
857,baca
858,abaikan
859,baca
860,abaikan
861,baca
862,abaikan
863,abaikan
864,jawab
865,abaikan
866,abaikan
867,baca
868,baca
869,jawab
870,baca
871,abaikan
872,baca
873,abaikan
874,baca
875,abaikan
876,baca
877,baca
878,abaikan
879,baca
880,jawab
881,baca
882,baca
883,baca
884,baca
885,abaikan
886,baca
887,baca
888,baca
889,abaikan
890,baca
891,jawab
892,baca
893,abaikan
894,baca
895,baca
896,jawab
897,jawab
898,jawab
899,baca
900,jawab
901,jawab
902,jawab
903,abaikan
904,baca
905,baca
906,baca
907,abaikan
908,abaikan
909,abaikan
910,jawab
911,baca
912,baca
913,baca
914,baca
915,jawab
916,baca
917,abaikan
918,jawab
919,jawab
920,baca
921,baca
922,abaikan
923,baca
924,baca
925,baca
926,baca
927,baca
928,baca
929,abaikan
930,jawab
931,baca
932,jawab
933,abaikan
934,baca
935,baca
936,abaikan
937,abaikan
938,abaikan
939,baca
940,abaikan
941,baca
942,jawab
943,baca
944,baca
945,baca
946,baca
947,abaikan
948,baca
949,baca
950,jawab
951,baca
952,baca
953,baca
954,jawab
955,jawab
956,baca
957,baca
958,abaikan
959,jawab
960,baca
961,jawab
962,jawab
963,baca
964,baca
965,baca
966,baca
967,jawab
968,abaikan
969,baca
970,baca
971,baca
972,jawab
973,jawab
974,baca
975,jawab
976,baca
977,jawab
978,baca
979,baca
980,baca
981,abaikan
982,abaikan
983,abaikan
984,baca
985,jawab
986,baca
987,abaikan
988,jawab
989,baca
990,abaikan
991,abaikan
992,baca
993,baca
994,baca
995,jawab
996,abaikan
997,abaikan
998,baca
999,abaikan
1000,baca
1001,abaikan
1002,baca
1003,jawab
1004,baca
1005,baca
1006,abaikan
1007,abaikan
1008,baca
1009,jawab
1010,abaikan
1011,abaikan
1012,jawab
1013,jawab
1014,baca
1015,baca
1016,jawab
1017,baca
1018,abaikan
1019,abaikan
1020,abaikan
1021,abaikan
1022,baca
1023,baca
1024,abaikan
1025,jawab
1026,abaikan
1027,baca
1028,baca
1029,baca
1030,abaikan
1031,abaikan
1032,jawab
1033,jawab
1034,abaikan
1035,jawab
1036,abaikan
1037,abaikan
1038,jawab
1039,abaikan
1040,abaikan
1041,jawab
1042,baca
1043,jawab
1044,jawab
1045,baca
1046,abaikan
1047,baca
1048,abaikan
1049,abaikan
1050,jawab
1051,jawab
1052,abaikan
1053,abaikan
1054,baca
1055,jawab
1056,baca
1057,baca
1058,baca
1059,abaikan
1060,abaikan
1061,jawab
1062,abaikan
1063,baca
1064,abaikan
1065,jawab
1066,abaikan
1067,abaikan
1068,baca
1069,baca
1070,baca
1071,baca
1072,baca
1073,baca
1074,baca
1075,abaikan
1076,abaikan
1077,abaikan
1078,abaikan
1079,baca
1080,baca
1081,abaikan
1082,baca
1083,baca
1084,abaikan
1085,baca
1086,jawab
1087,baca
1088,baca
1089,baca
1090,baca
1091,abaikan
1092,baca
1093,baca
1094,abaikan
1095,abaikan
1096,abaikan
1097,jawab
1098,abaikan
1099,abaikan
1100,jawab
1101,baca
1102,baca
1103,baca
1104,baca
1105,abaikan
1106,abaikan
1107,abaikan
1108,abaikan
1109,abaikan
1110,abaikan
1111,baca
1112,baca
1113,abaikan
1114,abaikan
1115,baca
1116,baca
1117,abaikan
1118,abaikan
1119,abaikan
1120,baca
1121,baca
1122,abaikan
1123,abaikan
1124,baca
1125,jawab
1126,jawab
1127,jawab
1128,baca
1129,baca
1130,baca
1131,abaikan
1132,jawab
1133,jawab
1134,baca
1135,jawab
1136,jawab
1137,jawab
1138,jawab
1139,jawab
1140,baca
1141,jawab
1142,jawab
1143,baca
1144,baca
1145,jawab
1146,baca
1147,jawab
1148,baca
1149,baca
1150,jawab
1151,abaikan
1152,abaikan
1153,abaikan
1154,baca
1155,jawab
1156,abaikan
1157,abaikan
1158,baca
1159,jawab
1160,abaikan
1161,abaikan
1162,baca
1163,jawab
1164,jawab
1165,jawab
1166,jawab
1167,jawab
1168,jawab
1169,jawab
1170,jawab
1171,abaikan
1172,jawab
1173,jawab
1174,jawab
1175,baca
1176,jawab
1177,jawab
1178,jawab
1179,jawab
1180,baca
1181,jawab
1182,jawab
1183,jawab
1184,jawab
1185,jawab
1186,jawab
1187,jawab
1188,jawab
1189,jawab
1190,jawab
1191,jawab
1192,jawab
1193,jawab
1194,jawab
1195,jawab
1196,jawab
1197,jawab
1198,jawab
1199,jawab
1200,abaikan
1201,jawab
1202,baca
1203,baca
1204,baca
1205,jawab
1206,jawab
1207,jawab
1208,jawab
1209,jawab
1210,jawab
1211,jawab
1212,jawab
1213,jawab
1214,jawab
1215,jawab
1216,abaikan
1217,jawab
1218,jawab
1219,jawab
1220,jawab
1221,jawab
1222,jawab
1223,jawab
1224,jawab
1225,jawab
1226,jawab
1227,jawab
1228,jawab
1229,jawab
1230,jawab
1231,jawab
1232,jawab
1233,jawab
1234,jawab
1235,jawab
1236,jawab
1237,baca
1238,jawab
1239,jawab
1240,jawab
1241,jawab
1242,jawab
1243,abaikan
1244,jawab
1245,jawab
1246,jawab
1247,jawab
1248,jawab
1249,jawab
1250,jawab
1251,jawab
1252,baca
1253,baca
1254,jawab
1255,jawab
1256,jawab
1257,abaikan
1258,abaikan
1259,jawab
1260,baca
1261,jawab
1262,jawab
1263,jawab
1264,jawab
1265,jawab
1266,jawab
1267,jawab
1268,jawab
1269,abaikan
1270,baca
1271,jawab
1272,jawab
1273,jawab
1274,jawab
1275,jawab
1276,jawab
1277,baca
1278,jawab
1279,jawab
1280,jawab
1281,jawab
1282,abaikan
1283,jawab
1284,jawab
1285,abaikan
1286,jawab
1287,jawab
1288,jawab
1289,jawab
1290,jawab
1291,jawab
1292,jawab
1293,jawab
1294,jawab
1295,jawab
1296,jawab
1297,jawab
1298,jawab
1299,baca
1300,baca
1301,jawab
1302,abaikan
1303,baca
1304,jawab
1305,jawab
1306,abaikan
1307,jawab
1308,jawab
1309,baca
1310,baca
1311,baca
1312,abaikan
1313,abaikan
1314,abaikan
1315,jawab
1316,jawab
1317,jawab
1318,jawab
1319,baca
1320,jawab
1321,jawab
1322,abaikan
1323,jawab
1324,jawab
1325,abaikan
1326,jawab
1327,jawab
1328,jawab
1329,jawab
1330,jawab
1331,baca
1332,jawab
1333,jawab
1334,jawab
1335,jawab
1336,jawab
1337,jawab
1338,jawab
1339,jawab
1340,jawab
1341,jawab
1342,jawab
1343,abaikan
1344,baca
1345,jawab
1346,baca
1347,jawab
1348,baca
1349,jawab
1350,jawab
1351,jawab
1352,jawab
1353,jawab
1354,jawab
1355,jawab
1356,jawab
1357,jawab
1358,jawab
1359,jawab
1360,abaikan
1361,jawab
1362,jawab
1363,jawab
1364,jawab
1365,jawab
1366,jawab
1367,jawab
1368,jawab
1369,baca
1370,baca
1371,baca
1372,baca
1373,jawab
1374,baca
1375,jawab
1376,jawab
1377,abaikan
1378,jawab
1379,jawab
1380,jawab
1381,jawab
1382,abaikan
1383,abaikan
1384,baca
1385,jawab
1386,jawab
1387,jawab
1388,jawab
1389,jawab
1390,jawab
1391,jawab
1392,jawab
1393,jawab
1394,jawab
1395,jawab
1396,jawab
1397,abaikan
1398,jawab
1399,jawab
1400,jawab
1401,jawab
1402,abaikan
1403,baca
1404,jawab
1405,abaikan
1406,jawab
1407,jawab
1408,jawab
1409,jawab
1410,baca
1411,jawab
1412,jawab
1413,baca
1414,jawab
1415,jawab
1416,jawab
1417,jawab
1418,jawab
1419,jawab
1420,jawab
1421,abaikan
1422,jawab
1423,jawab
1424,baca
1425,abaikan
1426,abaikan
1427,jawab
1428,jawab
1429,jawab
1430,jawab
1431,jawab
1432,jawab
1433,jawab
1434,jawab
1435,jawab
1436,baca
1437,jawab
1438,jawab
1439,jawab
1440,jawab
1441,jawab
1442,baca
1443,jawab
1444,jawab
1445,jawab
1446,baca
1447,jawab
1448,jawab
1449,jawab
1450,jawab
1451,jawab
1452,jawab
1453,jawab
1454,jawab
1455,jawab
1456,baca
1457,jawab
1458,baca
1459,baca
1460,jawab
1461,jawab
1462,jawab
1463,jawab
1464,jawab
1465,jawab
1466,jawab
1467,jawab
1468,jawab
1469,jawab
1470,jawab
1471,abaikan
1472,jawab
1473,jawab
1474,jawab
1475,baca
1476,jawab
1477,jawab
1478,jawab
1479,abaikan
1480,jawab
1481,jawab
1482,jawab
1483,jawab
1484,jawab
1485,jawab
1486,jawab
1487,jawab
1488,jawab
1489,jawab
1490,baca
1491,baca
1492,jawab
1493,jawab
1494,jawab
1495,jawab
1496,jawab
1497,jawab
1498,jawab
1499,jawab
1500,jawab
1501,baca
1502,abaikan
1503,jawab
1504,jawab
1505,jawab
1506,jawab
1507,jawab
1508,jawab
1509,jawab
1510,jawab
1511,jawab
1512,jawab
1513,jawab
1514,baca
1515,jawab
1516,jawab
1517,jawab
1518,abaikan
1519,jawab
1520,jawab
1521,jawab
1522,jawab
1523,jawab
1524,jawab
1525,jawab
1526,jawab
1527,jawab
1528,abaikan
1529,baca
1530,abaikan
1531,jawab
1532,jawab
1533,jawab
1534,jawab
1535,jawab
1536,jawab
1537,jawab
1538,jawab
1539,baca
1540,jawab
1541,baca
1542,jawab
1543,jawab
1544,jawab
1545,baca
1546,jawab
1547,baca
1548,jawab
1549,abaikan
1550,jawab
1551,jawab
1552,jawab
1553,baca
1554,baca
1555,jawab
1556,baca
1557,jawab
1558,jawab
1559,jawab
1560,jawab
1561,abaikan
1562,jawab
1563,abaikan
1564,jawab
1565,jawab
1566,baca
1567,jawab
1568,jawab
1569,jawab
1570,jawab
1571,jawab
1572,jawab
1573,jawab
1574,jawab
1575,jawab
1576,jawab
1577,baca
1578,baca
1579,jawab
1580,abaikan
1581,baca
1582,abaikan
1583,baca
1584,jawab
1585,jawab
1586,jawab
1587,abaikan
1588,jawab
1589,jawab
1590,abaikan
1591,baca
1592,jawab
1593,baca
1594,baca
1595,jawab
1596,abaikan
1597,jawab
1598,abaikan
1599,jawab
1600,jawab
1601,abaikan
1602,jawab
1603,jawab
1604,baca
1605,abaikan
1606,jawab
1607,jawab
1608,jawab
1609,jawab
1610,jawab
1611,jawab
1612,baca
1613,abaikan
1614,abaikan
1615,jawab
1616,jawab
1617,jawab
1618,jawab
1619,baca
1620,jawab
1621,jawab
1622,jawab
1623,baca
1624,jawab
1625,jawab
1626,abaikan
1627,jawab
1628,jawab
1629,jawab
1630,jawab
1631,jawab
1632,jawab
1633,jawab
1634,jawab
1635,jawab
1636,jawab
1637,jawab
1638,jawab
1639,jawab
1640,jawab
1641,jawab
1642,jawab
1643,jawab
1644,jawab
1645,baca
1646,jawab
1647,abaikan
1648,baca
1649,abaikan
1650,jawab
1651,jawab
1652,jawab
1653,jawab
1654,jawab
1655,jawab
1656,jawab
1657,jawab
1658,jawab
1659,abaikan
1660,jawab
1661,jawab
1662,jawab
1663,jawab
1664,jawab
1665,jawab
1666,jawab
1667,jawab
1668,jawab
1669,abaikan
1670,abaikan
1671,jawab
1672,jawab
1673,abaikan
1674,jawab
1675,abaikan
1676,jawab
1677,jawab
1678,abaikan
1679,abaikan
1680,baca
1681,jawab
1682,jawab
1683,jawab
1684,jawab
1685,jawab
1686,jawab
1687,jawab
1688,abaikan
1689,jawab
1690,baca
1691,jawab
1692,jawab
1693,jawab
1694,jawab
1695,jawab
1696,jawab
1697,jawab
1698,jawab
1699,jawab
1700,jawab
1701,jawab
1702,jawab
1703,baca
1704,jawab
1705,jawab
1706,jawab
1707,jawab
1708,jawab
1709,jawab
1710,jawab
1711,jawab
1712,jawab
1713,jawab
1714,jawab
1715,jawab
1716,jawab
1717,jawab
1718,baca
1719,jawab
1720,jawab
1721,jawab
1722,jawab
1723,jawab
1724,abaikan
1725,jawab
1726,jawab
1727,abaikan
1728,jawab
1729,baca
1730,jawab
1731,jawab
1732,jawab
1733,jawab
1734,jawab
1735,jawab
1736,jawab
1737,jawab
1738,jawab
1739,jawab
1740,jawab
1741,jawab
1742,jawab
1743,baca
1744,jawab
1745,abaikan
1746,abaikan
1747,baca
1748,jawab
1749,jawab
1750,jawab
1751,jawab
1752,jawab
1753,jawab
1754,jawab
1755,abaikan
1756,jawab
1757,jawab
1758,baca
1759,jawab
1760,jawab
1761,jawab
1762,baca
1763,jawab
1764,jawab
1765,jawab
1766,baca
1767,jawab
1768,jawab
1769,jawab
1770,baca
1771,jawab
1772,jawab
1773,baca
1774,baca
1775,baca
1776,jawab
1777,jawab
1778,baca
1779,jawab
1780,jawab
1781,jawab
1782,jawab
1783,jawab
1784,jawab
1785,jawab
1786,jawab
1787,jawab
1788,jawab
1789,jawab
1790,jawab
1791,jawab
1792,baca
1793,jawab
1794,abaikan
1795,jawab
1796,baca
1797,baca
1798,jawab
1799,jawab
1800,jawab
1801,jawab
1802,jawab
1803,baca
1804,jawab
1805,jawab
1806,baca
1807,jawab
1808,jawab
1809,jawab
1810,baca
1811,jawab
1812,jawab
1813,jawab
1814,baca
1815,jawab
1816,abaikan
1817,jawab
1818,jawab
1819,jawab
1820,jawab
1821,jawab
1822,jawab
1823,jawab
1824,jawab
1825,jawab
1826,baca
1827,abaikan
1828,baca
1829,jawab
1830,jawab
1831,abaikan
1832,baca
1833,jawab
1834,baca
1835,jawab
1836,abaikan
1837,jawab
1838,jawab
1839,jawab
1840,jawab
1841,jawab
1842,jawab
1843,jawab
1844,jawab
1845,abaikan
1846,abaikan
1847,baca
1848,jawab
1849,jawab
1850,jawab
1851,jawab
1852,jawab
1853,jawab
1854,jawab
1855,jawab
1856,jawab
1857,jawab
1858,jawab
1859,jawab
1860,jawab
1861,jawab
1862,jawab
1863,baca
1864,abaikan
1865,jawab
1866,baca
1867,abaikan
1868,abaikan
1869,jawab
1870,jawab
1871,jawab
1872,jawab
1873,jawab
1874,baca
1875,jawab
1876,abaikan
1877,jawab
1878,jawab
1879,jawab
1880,jawab
1881,jawab
1882,jawab
1883,jawab
1884,jawab
1885,jawab
1886,jawab
1887,jawab
1888,baca
1889,jawab
1890,baca
1891,jawab
1892,jawab
1893,jawab
1894,abaikan
1895,baca
1896,jawab
1897,jawab
1898,baca
1899,jawab
1900,jawab
1901,abaikan
1902,jawab
1903,jawab
1904,jawab
1905,abaikan
1906,jawab
1907,abaikan
1908,jawab
1909,jawab
1910,baca
1911,jawab
1912,jawab
1913,baca
1914,jawab
1915,jawab
1916,baca
1917,jawab
1918,jawab
1919,jawab
1920,abaikan
1921,jawab
1922,baca
1923,jawab
1924,abaikan
1925,abaikan
1926,jawab
1927,jawab
1928,jawab
1929,jawab
1930,baca
1931,baca
1932,jawab
1933,jawab
1934,abaikan
1935,jawab
1936,jawab
1937,baca
1938,jawab
1939,jawab
1940,jawab
1941,baca
1942,abaikan
1943,jawab
1944,jawab
1945,jawab
1946,jawab
1947,jawab
1948,jawab
1949,jawab
1950,jawab
1951,baca
1952,jawab
1953,jawab
1954,baca
1955,jawab
1956,jawab
1957,jawab
1958,jawab
1959,jawab
1960,jawab
1961,jawab
1962,jawab
1963,jawab
1964,jawab
1965,jawab
1966,baca
1967,jawab
1968,jawab
1969,jawab
1970,jawab
1971,jawab
1972,jawab
1973,baca
1974,baca
1975,jawab
1976,jawab
1977,jawab
1978,jawab
1979,jawab
1980,jawab
1981,jawab
1982,baca
1983,abaikan
1984,jawab
1985,jawab
1986,jawab
1987,jawab
1988,jawab
1989,abaikan
1990,jawab
1991,jawab
1992,jawab
1993,jawab
1994,abaikan
1995,abaikan
1996,jawab
1997,jawab
1998,baca
1999,jawab
2000,baca
2001,baca
2002,jawab
2003,jawab
2004,jawab
2005,baca
2006,jawab
2007,jawab
2008,jawab
2009,jawab
2010,jawab
2011,jawab
2012,jawab
2013,abaikan
2014,jawab
2015,baca
2016,jawab
2017,jawab
2018,jawab
2019,jawab
2020,baca
2021,abaikan
2022,baca
2023,jawab
2024,baca
2025,baca
2026,jawab
2027,baca
2028,jawab
2029,jawab
2030,baca
2031,abaikan
2032,jawab
2033,abaikan
2034,jawab
2035,abaikan
2036,jawab
2037,abaikan
2038,jawab
2039,jawab
2040,jawab
2041,jawab
2042,jawab
2043,jawab
2044,jawab
2045,jawab
2046,jawab
2047,jawab
2048,abaikan
2049,abaikan
2050,jawab
2051,jawab
2052,jawab
2053,jawab
2054,jawab
2055,abaikan
2056,baca
2057,baca
2058,baca
2059,jawab
2060,jawab
2061,jawab
2062,jawab
2063,jawab
2064,jawab
2065,jawab
2066,abaikan
2067,jawab
2068,jawab
2069,jawab
2070,baca
2071,baca
2072,jawab
2073,jawab
2074,baca
2075,jawab
2076,jawab
2077,jawab
2078,jawab
2079,abaikan
2080,jawab
2081,abaikan
2082,jawab
2083,baca
2084,jawab
2085,baca
2086,jawab
2087,jawab
2088,baca
2089,jawab
2090,jawab
2091,baca
2092,jawab
2093,jawab
2094,jawab
2095,jawab
2096,jawab
2097,jawab
2098,jawab
2099,jawab
2100,baca
2101,baca
2102,abaikan
2103,baca
2104,jawab
2105,baca
2106,jawab
2107,jawab
2108,baca
2109,baca
2110,baca
2111,jawab
2112,baca
2113,jawab
2114,jawab
2115,abaikan
2116,baca
2117,abaikan
2118,jawab
2119,baca
2120,abaikan
2121,abaikan
2122,baca
2123,jawab
2124,jawab
2125,baca
2126,abaikan
2127,abaikan
2128,abaikan
2129,abaikan
2130,baca
2131,baca
2132,abaikan
2133,jawab
2134,baca
2135,jawab
2136,abaikan
2137,jawab
2138,abaikan
2139,jawab
2140,jawab
2141,jawab
2142,jawab
2143,baca
2144,jawab
2145,baca
2146,jawab
2147,jawab
2148,jawab
2149,jawab
2150,jawab
