no,word
419,abaikan
420,abaikan
421,abaikan
422,abaikan
423,abaikan
424,abaikan
425,abaikan
426,abaikan
427,abaikan
428,abaikan
429,abaikan
430,abaikan
431,abaikan
432,abaikan
433,abaikan
434,baca
435,abaikan
436,abaikan
437,jawab
438,abaikan
439,abaikan
440,abaikan
441,abaikan
442,abaikan
443,abaikan
444,jawab
445,abaikan
446,abaikan
447,baca
448,abaikan
449,abaikan
450,abaikan
451,baca
452,baca
453,baca
454,abaikan
455,abaikan
456,abaikan
457,abaikan
458,abaikan
459,abaikan
460,abaikan
461,baca
462,abaikan
463,abaikan
464,abaikan
465,abaikan
466,abaikan
467,abaikan
468,baca
469,jawab
470,abaikan
471,abaikan
472,abaikan
473,abaikan
474,abaikan
475,abaikan
476,baca
477,abaikan
478,abaikan
479,abaikan
480,abaikan
481,abaikan
482,abaikan
483,baca
484,abaikan
485,jawab
486,abaikan
487,abaikan
488,abaikan
489,abaikan
490,abaikan
491,abaikan
492,abaikan
493,abaikan
494,abaikan
495,abaikan
496,abaikan
497,baca
498,abaikan
499,jawab
500,abaikan
501,abaikan
502,baca
503,abaikan
504,abaikan
505,abaikan
506,abaikan
507,baca
508,jawab
509,abaikan
510,abaikan
511,jawab
512,abaikan
513,abaikan
514,abaikan
515,jawab
516,baca
517,jawab
518,jawab
519,abaikan
520,jawab
521,abaikan
522,jawab
523,abaikan
524,abaikan
525,abaikan
526,abaikan
527,baca
528,abaikan
529,abaikan
530,jawab
531,abaikan
532,abaikan
533,jawab
534,jawab
535,abaikan
536,abaikan
537,baca
538,abaikan
539,abaikan
540,abaikan
541,baca
542,baca
543,baca
544,abaikan
545,abaikan
546,baca
547,baca
548,baca
549,baca
550,baca
551,jawab
552,abaikan
553,baca
554,abaikan
555,abaikan
556,baca
557,baca
558,jawab
559,baca
560,abaikan
561,baca
562,baca
563,abaikan
564,baca
565,baca
566,abaikan
567,baca
568,abaikan
569,abaikan
570,abaikan
571,abaikan
572,abaikan
573,abaikan
574,baca
575,baca
576,baca
577,baca
578,baca
579,baca
580,abaikan
581,baca
582,baca
583,abaikan
584,baca
585,baca
586,baca
587,abaikan
588,abaikan
589,baca
590,abaikan
591,baca
592,baca
593,abaikan
594,baca
595,abaikan
596,baca
597,abaikan
598,abaikan
599,abaikan
600,abaikan
601,abaikan
602,baca
603,abaikan
604,abaikan
605,abaikan
606,abaikan
607,abaikan
608,abaikan
609,abaikan
610,abaikan
611,baca
612,abaikan
613,abaikan
614,abaikan
615,abaikan
616,abaikan
617,baca
618,abaikan
619,abaikan
620,abaikan
621,abaikan
622,abaikan
623,abaikan
624,abaikan
625,abaikan
626,baca
627,abaikan
628,jawab
629,baca
630,abaikan
631,jawab
632,abaikan
633,abaikan
634,baca
635,jawab
636,baca
637,abaikan
638,abaikan
639,abaikan
640,abaikan
641,abaikan
642,abaikan
643,jawab
644,abaikan
645,abaikan
646,baca
647,baca
648,abaikan
649,abaikan
650,abaikan
651,abaikan
652,jawab
653,abaikan
654,abaikan
655,abaikan
656,abaikan
657,abaikan
658,abaikan
659,abaikan
660,abaikan
661,jawab
662,abaikan
663,abaikan
664,abaikan
665,abaikan
666,abaikan
667,abaikan
668,abaikan
669,baca
670,abaikan
671,abaikan
672,abaikan
673,abaikan
674,abaikan
675,abaikan
676,abaikan
677,baca
678,baca
679,abaikan
680,abaikan
681,abaikan
682,abaikan
683,abaikan
684,abaikan
685,jawab
686,abaikan
687,abaikan
688,abaikan
689,abaikan
690,abaikan
691,abaikan
692,abaikan
693,abaikan
694,baca
695,abaikan
696,abaikan
697,baca
698,baca
699,abaikan
700,abaikan
701,jawab
702,abaikan
703,abaikan
704,jawab
705,abaikan
706,abaikan
707,abaikan
708,abaikan
709,abaikan
710,jawab
711,baca
712,abaikan
713,abaikan
714,abaikan
715,abaikan
716,abaikan
717,abaikan
718,abaikan
719,abaikan
720,abaikan
721,abaikan
722,abaikan
723,jawab
724,jawab
725,abaikan
726,abaikan
727,abaikan
728,abaikan
729,abaikan
730,abaikan
731,abaikan
732,abaikan
733,abaikan
734,abaikan
735,abaikan
736,jawab
737,abaikan
738,abaikan
739,baca
740,baca
741,abaikan
742,abaikan
743,abaikan
744,abaikan
745,abaikan
746,abaikan
747,abaikan
748,baca
749,abaikan
750,abaikan
751,abaikan
752,abaikan
753,abaikan
754,jawab
755,abaikan
756,abaikan
757,abaikan
758,abaikan
759,abaikan
760,abaikan
761,baca
762,abaikan
763,abaikan
764,abaikan
765,abaikan
766,abaikan
767,abaikan
768,baca
769,abaikan
770,abaikan
771,abaikan
772,abaikan
773,abaikan
774,baca
775,abaikan
776,jawab
777,abaikan
778,jawab
779,abaikan
780,abaikan
781,jawab
782,abaikan
783,jawab
784,jawab
785,baca
786,jawab
787,baca
788,abaikan
789,jawab
790,baca
791,baca
792,jawab
793,abaikan
794,abaikan
795,abaikan
796,abaikan
797,abaikan
798,abaikan
799,abaikan
800,baca
801,abaikan
802,baca
803,abaikan
804,jawab
805,jawab
806,abaikan
807,jawab
808,jawab
809,abaikan
810,jawab
811,baca
812,abaikan
813,abaikan
814,abaikan
815,jawab
816,baca
817,baca
818,abaikan
819,abaikan
820,abaikan
821,baca
822,baca
823,abaikan
824,jawab
825,abaikan
826,abaikan
827,jawab
828,jawab
829,abaikan
830,abaikan
831,abaikan
832,abaikan
833,abaikan
834,jawab
835,abaikan
836,abaikan
837,abaikan
838,abaikan
839,abaikan
840,abaikan
841,abaikan
842,baca
843,abaikan
844,abaikan
845,abaikan
846,abaikan
847,abaikan
848,jawab
849,abaikan
850,abaikan
851,baca
852,baca
853,abaikan
854,abaikan
855,baca
856,abaikan
857,abaikan
858,baca
859,abaikan
860,abaikan
861,abaikan
862,jawab
863,abaikan
864,jawab
865,abaikan
866,abaikan
867,abaikan
868,baca
869,baca
870,jawab
871,abaikan
872,abaikan
873,abaikan
874,abaikan
875,abaikan
876,baca
877,jawab
878,abaikan
879,abaikan
880,abaikan
881,abaikan
882,baca
883,jawab
884,baca
885,abaikan
886,abaikan
887,abaikan
888,baca
889,abaikan
890,abaikan
891,abaikan
892,baca
893,baca
894,abaikan
895,abaikan
896,abaikan
897,abaikan
898,abaikan
899,baca
900,jawab
901,baca
902,jawab
903,abaikan
904,abaikan
905,abaikan
906,baca
907,abaikan
908,abaikan
909,abaikan
910,baca
911,abaikan
912,jawab
913,abaikan
914,abaikan
915,jawab
916,abaikan
917,abaikan
918,jawab
919,jawab
920,abaikan
921,abaikan
922,abaikan
923,baca
924,baca
925,abaikan
926,abaikan
927,abaikan
928,baca
929,abaikan
930,jawab
931,abaikan
932,jawab
933,abaikan
934,jawab
935,abaikan
936,jawab
937,abaikan
938,abaikan
939,jawab
940,abaikan
941,abaikan
942,jawab
943,baca
944,baca
945,jawab
946,abaikan
947,abaikan
948,baca
949,baca
950,jawab
951,baca
952,baca
953,baca
954,jawab
955,baca
956,baca
957,abaikan
958,abaikan
959,jawab
960,abaikan
961,abaikan
962,baca
963,baca
964,abaikan
965,baca
966,abaikan
967,jawab
968,abaikan
969,baca
970,baca
971,abaikan
972,baca
973,baca
974,baca
975,jawab
976,abaikan
977,jawab
978,baca
979,abaikan
980,abaikan
981,baca
982,abaikan
983,abaikan
984,jawab
985,jawab
986,jawab
987,abaikan
988,jawab
989,baca
990,abaikan
991,abaikan
992,baca
993,abaikan
994,baca
995,jawab
996,abaikan
997,baca
998,baca
999,abaikan
1000,baca
1001,abaikan
1002,baca
1003,jawab
1004,baca
1005,abaikan
1006,abaikan
1007,abaikan
1008,abaikan
1009,abaikan
1010,abaikan
1011,abaikan
1012,abaikan
1013,jawab
1014,abaikan
1015,abaikan
1016,jawab
1017,abaikan
1018,baca
1019,abaikan
1020,abaikan
1021,abaikan
1022,baca
1023,baca
1024,jawab
1025,jawab
1026,abaikan
1027,abaikan
1028,abaikan
1029,baca
1030,abaikan
1031,abaikan
1032,jawab
1033,jawab
1034,jawab
1035,jawab
1036,abaikan
1037,abaikan
1038,abaikan
1039,jawab
1040,abaikan
1041,jawab
1042,abaikan
1043,abaikan
1044,jawab
1045,abaikan
1046,abaikan
1047,abaikan
1048,abaikan
1049,abaikan
1050,jawab
1051,jawab
1052,abaikan
1053,jawab
1054,abaikan
1055,abaikan
1056,abaikan
1057,baca
1058,abaikan
1059,abaikan
1060,abaikan
1061,abaikan
1062,abaikan
1063,abaikan
1064,abaikan
1065,jawab
1066,abaikan
1067,abaikan
1068,abaikan
1069,abaikan
1070,abaikan
1071,jawab
1072,abaikan
1073,jawab
1074,abaikan
1075,abaikan
1076,abaikan
1077,abaikan
1078,abaikan
1079,abaikan
1080,abaikan
1081,abaikan
1082,abaikan
1083,abaikan
1084,abaikan
1085,baca
1086,baca
1087,baca
1088,baca
1089,jawab
1090,jawab
1091,abaikan
1092,baca
1093,baca
1094,jawab
1095,abaikan
1096,jawab
1097,jawab
1098,abaikan
1099,baca
1100,jawab
1101,baca
1102,baca
1103,baca
1104,baca
1105,abaikan
1106,abaikan
1107,abaikan
1108,abaikan
1109,baca
1110,abaikan
1111,abaikan
1112,baca
1113,abaikan
1114,baca
1115,abaikan
1116,abaikan
1117,abaikan
1118,abaikan
1119,baca
1120,abaikan
1121,abaikan
1122,abaikan
1123,abaikan
1124,baca
1125,abaikan
1126,baca
1127,abaikan
1128,baca
1129,baca
1130,abaikan
1131,jawab
1132,baca
1133,baca
1134,baca
1135,baca
1136,abaikan
1137,baca
1138,abaikan
1139,jawab
1140,baca
1141,baca
1142,abaikan
1143,abaikan
1144,abaikan
1145,jawab
1146,baca
1147,baca
1148,baca
1149,abaikan
1150,jawab
1151,abaikan
1152,abaikan
1153,baca
1154,baca
1155,jawab
1156,abaikan
1157,abaikan
1158,abaikan
1159,jawab
1160,abaikan
1161,abaikan
1162,baca
1163,jawab
1164,abaikan
1165,abaikan
1166,abaikan
1167,jawab
1168,abaikan
1169,abaikan
1170,jawab
1171,abaikan
1172,jawab
1173,jawab
1174,abaikan
1175,abaikan
1176,abaikan
1177,jawab
1178,jawab
1179,jawab
1180,baca
1181,jawab
1182,jawab
1183,jawab
1184,abaikan
1185,jawab
1186,jawab
1187,jawab
1188,jawab
1189,jawab
1190,jawab
1191,jawab
1192,jawab
1193,jawab
1194,jawab
1195,jawab
1196,jawab
1197,jawab
1198,jawab
1199,jawab
1200,jawab
1201,jawab
1202,abaikan
1203,jawab
1204,abaikan
1205,abaikan
1206,jawab
1207,jawab
1208,abaikan
1209,jawab
1210,jawab
1211,jawab
1212,abaikan
1213,abaikan
1214,abaikan
1215,jawab
1216,abaikan
1217,jawab
1218,jawab
1219,jawab
1220,jawab
1221,abaikan
1222,jawab
1223,jawab
1224,jawab
1225,jawab
1226,jawab
1227,abaikan
1228,jawab
1229,baca
1230,jawab
1231,baca
1232,jawab
1233,abaikan
1234,jawab
1235,jawab
1236,jawab
1237,baca
1238,jawab
1239,abaikan
1240,jawab
1241,jawab
1242,jawab
1243,abaikan
1244,jawab
1245,baca
1246,jawab
1247,jawab
1248,abaikan
1249,jawab
1250,abaikan
1251,abaikan
1252,abaikan
1253,abaikan
1254,jawab
1255,jawab
1256,jawab
1257,baca
1258,baca
1259,jawab
1260,abaikan
1261,abaikan
1262,baca
1263,jawab
1264,jawab
1265,abaikan
1266,jawab
1267,jawab
1268,jawab
1269,jawab
1270,baca
1271,jawab
1272,jawab
1273,abaikan
1274,jawab
1275,jawab
1276,jawab
1277,abaikan
1278,abaikan
1279,jawab
1280,jawab
1281,jawab
1282,jawab
1283,jawab
1284,jawab
1285,jawab
1286,jawab
1287,jawab
1288,abaikan
1289,jawab
1290,jawab
1291,abaikan
1292,jawab
1293,jawab
1294,jawab
1295,jawab
1296,jawab
1297,jawab
1298,jawab
1299,abaikan
1300,jawab
1301,jawab
1302,abaikan
1303,abaikan
1304,abaikan
1305,jawab
1306,abaikan
1307,abaikan
1308,jawab
1309,abaikan
1310,jawab
1311,jawab
1312,abaikan
1313,baca
1314,jawab
1315,jawab
1316,jawab
1317,abaikan
1318,abaikan
1319,baca
1320,jawab
1321,jawab
1322,abaikan
1323,jawab
1324,jawab
1325,abaikan
1326,jawab
1327,jawab
1328,jawab
1329,jawab
1330,abaikan
1331,abaikan
1332,abaikan
1333,jawab
1334,abaikan
1335,jawab
1336,jawab
1337,jawab
1338,jawab
1339,jawab
1340,jawab
1341,jawab
1342,jawab
1343,abaikan
1344,baca
1345,jawab
1346,abaikan
1347,jawab
1348,baca
1349,jawab
1350,jawab
1351,baca
1352,jawab
1353,jawab
1354,jawab
1355,jawab
1356,abaikan
1357,jawab
1358,abaikan
1359,abaikan
1360,jawab
1361,jawab
1362,jawab
1363,abaikan
1364,jawab
1365,jawab
1366,jawab
1367,jawab
1368,abaikan
1369,jawab
1370,jawab
1371,jawab
1372,baca
1373,jawab
1374,jawab
1375,jawab
1376,jawab
1377,abaikan
1378,abaikan
1379,jawab
1380,jawab
1381,jawab
1382,abaikan
1383,jawab
1384,jawab
1385,jawab
1386,jawab
1387,abaikan
1388,abaikan
1389,abaikan
1390,jawab
1391,jawab
1392,jawab
1393,abaikan
1394,abaikan
1395,abaikan
1396,baca
1397,jawab
1398,jawab
1399,jawab
1400,jawab
1401,baca
1402,jawab
1403,jawab
1404,jawab
1405,jawab
1406,jawab
1407,jawab
1408,jawab
1409,jawab
1410,baca
1411,jawab
1412,abaikan
1413,baca
1414,abaikan
1415,jawab
1416,jawab
1417,abaikan
1418,jawab
1419,jawab
1420,jawab
1421,abaikan
1422,baca
1423,jawab
1424,jawab
1425,abaikan
1426,abaikan
1427,abaikan
1428,abaikan
1429,jawab
1430,jawab
1431,jawab
1432,abaikan
1433,jawab
1434,jawab
1435,abaikan
1436,abaikan
1437,jawab
1438,jawab
1439,jawab
1440,jawab
1441,jawab
1442,jawab
1443,jawab
1444,jawab
1445,jawab
1446,baca
1447,jawab
1448,jawab
1449,jawab
1450,abaikan
1451,jawab
1452,abaikan
1453,jawab
1454,jawab
1455,jawab
1456,jawab
1457,jawab
1458,abaikan
1459,abaikan
1460,jawab
1461,jawab
1462,jawab
1463,abaikan
1464,jawab
1465,jawab
1466,jawab
1467,jawab
1468,jawab
1469,jawab
1470,jawab
1471,abaikan
1472,abaikan
1473,abaikan
1474,jawab
1475,abaikan
1476,jawab
1477,jawab
1478,jawab
1479,jawab
1480,jawab
1481,jawab
1482,jawab
1483,jawab
1484,abaikan
1485,jawab
1486,jawab
1487,jawab
1488,jawab
1489,jawab
1490,baca
1491,baca
1492,jawab
1493,jawab
1494,abaikan
1495,jawab
1496,jawab
1497,jawab
1498,jawab
1499,baca
1500,abaikan
1501,abaikan
1502,abaikan
1503,jawab
1504,abaikan
1505,jawab
1506,jawab
1507,jawab
1508,abaikan
1509,jawab
1510,jawab
1511,jawab
1512,jawab
1513,jawab
1514,baca
1515,abaikan
1516,abaikan
1517,jawab
1518,abaikan
1519,jawab
1520,jawab
1521,jawab
1522,jawab
1523,jawab
1524,jawab
1525,jawab
1526,jawab
1527,jawab
1528,abaikan
1529,jawab
1530,abaikan
1531,jawab
1532,jawab
1533,abaikan
1534,jawab
1535,jawab
1536,jawab
1537,jawab
1538,jawab
1539,abaikan
1540,jawab
1541,baca
1542,baca
1543,abaikan
1544,abaikan
1545,abaikan
1546,abaikan
1547,abaikan
1548,jawab
1549,abaikan
1550,jawab
1551,jawab
1552,jawab
1553,jawab
1554,abaikan
1555,abaikan
1556,abaikan
1557,jawab
1558,abaikan
1559,baca
1560,abaikan
1561,abaikan
1562,abaikan
1563,abaikan
1564,abaikan
1565,jawab
1566,jawab
1567,baca
1568,abaikan
1569,jawab
1570,jawab
1571,baca
1572,jawab
1573,jawab
1574,jawab
1575,baca
1576,baca
1577,baca
1578,jawab
1579,jawab
1580,jawab
1581,baca
1582,abaikan
1583,baca
1584,baca
1585,baca
1586,abaikan
1587,baca
1588,jawab
1589,jawab
1590,jawab
1591,abaikan
1592,jawab
1593,abaikan
1594,abaikan
1595,jawab
1596,abaikan
1597,abaikan
1598,abaikan
1599,baca
1600,jawab
1601,abaikan
1602,abaikan
1603,jawab
1604,abaikan
1605,abaikan
1606,abaikan
1607,abaikan
1608,jawab
1609,jawab
1610,abaikan
1611,baca
1612,baca
1613,abaikan
1614,abaikan
1615,abaikan
1616,abaikan
1617,abaikan
1618,jawab
1619,baca
1620,abaikan
1621,baca
1622,abaikan
1623,baca
1624,baca
1625,abaikan
1626,abaikan
1627,abaikan
1628,baca
1629,jawab
1630,jawab
1631,baca
1632,abaikan
1633,abaikan
1634,jawab
1635,jawab
1636,abaikan
1637,jawab
1638,abaikan
1639,jawab
1640,abaikan
1641,jawab
1642,abaikan
1643,jawab
1644,abaikan
1645,baca
1646,jawab
1647,abaikan
1648,baca
1649,abaikan
1650,jawab
1651,abaikan
1652,abaikan
1653,jawab
1654,jawab
1655,baca
1656,abaikan
1657,abaikan
1658,baca
1659,abaikan
1660,jawab
1661,abaikan
1662,jawab
1663,jawab
1664,abaikan
1665,abaikan
1666,jawab
1667,jawab
1668,abaikan
1669,abaikan
1670,abaikan
1671,jawab
1672,abaikan
1673,jawab
1674,jawab
1675,abaikan
1676,jawab
1677,jawab
1678,abaikan
1679,abaikan
1680,abaikan
1681,jawab
1682,abaikan
1683,jawab
1684,abaikan
1685,abaikan
1686,abaikan
1687,abaikan
1688,abaikan
1689,jawab
1690,jawab
1691,abaikan
1692,abaikan
1693,abaikan
1694,jawab
1695,jawab
1696,jawab
1697,abaikan
1698,jawab
1699,jawab
1700,abaikan
1701,abaikan
1702,abaikan
1703,abaikan
1704,abaikan
1705,jawab
1706,abaikan
1707,baca
1708,jawab
1709,jawab
1710,jawab
1711,abaikan
1712,abaikan
1713,jawab
1714,abaikan
1715,jawab
1716,abaikan
1717,jawab
1718,abaikan
1719,abaikan
1720,jawab
1721,jawab
1722,abaikan
1723,abaikan
1724,jawab
1725,abaikan
1726,baca
1727,abaikan
1728,jawab
1729,abaikan
1730,abaikan
1731,abaikan
1732,jawab
1733,jawab
1734,jawab
1735,abaikan
1736,abaikan
1737,abaikan
1738,jawab
1739,jawab
1740,abaikan
1741,jawab
1742,jawab
1743,abaikan
1744,jawab
1745,baca
1746,jawab
1747,abaikan
1748,jawab
1749,baca
1750,jawab
1751,jawab
1752,jawab
1753,jawab
1754,jawab
1755,abaikan
1756,jawab
1757,jawab
1758,baca
1759,jawab
1760,abaikan
1761,jawab
1762,baca
1763,baca
1764,abaikan
1765,jawab
1766,baca
1767,jawab
1768,jawab
1769,jawab
1770,baca
1771,jawab
1772,baca
1773,abaikan
1774,abaikan
1775,abaikan
1776,jawab
1777,abaikan
1778,jawab
1779,jawab
1780,jawab
1781,jawab
1782,jawab
1783,abaikan
1784,jawab
1785,abaikan
1786,jawab
1787,jawab
1788,jawab
1789,jawab
1790,jawab
1791,abaikan
1792,abaikan
1793,abaikan
1794,jawab
1795,jawab
1796,abaikan
1797,baca
1798,jawab
1799,jawab
1800,baca
1801,jawab
1802,jawab
1803,jawab
1804,jawab
1805,jawab
1806,baca
1807,baca
1808,jawab
1809,baca
1810,jawab
1811,jawab
1812,jawab
1813,jawab
1814,baca
1815,jawab
1816,abaikan
1817,jawab
1818,abaikan
1819,baca
1820,jawab
1821,jawab
1822,baca
1823,baca
1824,jawab
1825,abaikan
1826,baca
1827,baca
1828,abaikan
1829,baca
1830,abaikan
1831,abaikan
1832,abaikan
1833,baca
1834,baca
1835,jawab
1836,abaikan
1837,jawab
1838,jawab
1839,jawab
1840,jawab
1841,jawab
1842,jawab
1843,jawab
1844,abaikan
1845,abaikan
1846,abaikan
1847,baca
1848,abaikan
1849,jawab
1850,jawab
1851,baca
1852,abaikan
1853,jawab
1854,jawab
1855,abaikan
1856,abaikan
1857,abaikan
1858,abaikan
1859,abaikan
1860,abaikan
1861,baca
1862,abaikan
1863,jawab
1864,abaikan
1865,abaikan
1866,jawab
1867,abaikan
1868,abaikan
1869,jawab
1870,jawab
1871,jawab
1872,abaikan
1873,jawab
1874,jawab
1875,abaikan
1876,abaikan
1877,jawab
1878,jawab
1879,jawab
1880,jawab
1881,jawab
1882,baca
1883,abaikan
1884,abaikan
1885,baca
1886,abaikan
1887,baca
1888,baca
1889,baca
1890,baca
1891,jawab
1892,abaikan
1893,abaikan
1894,abaikan
1895,jawab
1896,jawab
1897,jawab
1898,baca
1899,baca
1900,abaikan
1901,abaikan
1902,abaikan
1903,jawab
1904,baca
1905,abaikan
1906,abaikan
1907,jawab
1908,baca
1909,baca
1910,jawab
1911,baca
1912,abaikan
1913,baca
1914,jawab
1915,baca
1916,abaikan
1917,abaikan
1918,abaikan
1919,jawab
1920,abaikan
1921,jawab
1922,abaikan
1923,jawab
1924,abaikan
1925,baca
1926,abaikan
1927,abaikan
1928,jawab
1929,abaikan
1930,baca
1931,abaikan
1932,abaikan
1933,abaikan
1934,abaikan
1935,baca
1936,jawab
1937,baca
1938,jawab
1939,abaikan
1940,jawab
1941,abaikan
1942,abaikan
1943,jawab
1944,jawab
1945,jawab
1946,baca
1947,jawab
1948,jawab
1949,abaikan
1950,jawab
1951,jawab
1952,jawab
1953,jawab
1954,abaikan
1955,abaikan
1956,jawab
1957,jawab
1958,abaikan
1959,jawab
1960,abaikan
1961,jawab
1962,jawab
1963,jawab
1964,jawab
1965,abaikan
1966,abaikan
1967,jawab
1968,jawab
1969,jawab
1970,jawab
1971,abaikan
1972,baca
1973,jawab
1974,jawab
1975,jawab
1976,jawab
1977,jawab
1978,jawab
1979,jawab
1980,jawab
1981,jawab
1982,jawab
1983,abaikan
1984,abaikan
1985,abaikan
1986,jawab
1987,baca
1988,abaikan
1989,abaikan
1990,abaikan
1991,jawab
1992,jawab
1993,jawab
1994,abaikan
1995,abaikan
1996,jawab
1997,jawab
1998,jawab
1999,abaikan
2000,baca
2001,jawab
2002,jawab
2003,jawab
2004,jawab
2005,baca
2006,abaikan
2007,jawab
2008,jawab
2009,baca
2010,jawab
2011,baca
2012,jawab
2013,abaikan
2014,abaikan
2015,baca
2016,jawab
2017,jawab
2018,abaikan
2019,abaikan
2020,jawab
2021,abaikan
2022,abaikan
2023,abaikan
2024,baca
2025,baca
2026,jawab
2027,abaikan
2028,jawab
2029,abaikan
2030,jawab
2031,baca
2032,abaikan
2033,abaikan
2034,abaikan
2035,abaikan
2036,abaikan
2037,abaikan
2038,jawab
2039,jawab
2040,abaikan
